district_id,state_id,district_name,sites_total,sites_govt,sites_pvt,sessions_total,sessions_govt,sessions_pvt,total_vaccination,male_vaccination,female_vaccination,other_vaccination,18_45_vaccination,45_60_vaccination,60+_vaccination,covishield,covaxin,dose1,dose2,aefi
293,16,Vijayapura,217,217,0,32000,32000,0,296816,151316,145442,58,43652,148642,104498,307304,59048,296816,69536,0
607,32,Vikarabad,10,10,0,2590,2590,0,66151,34476,31664,11,11708,33415,21023,80096,1941,66151,15886,2
542,31,Viluppuram,69,69,0,24940,24940,0,150652,82696,67907,49,53021,62336,35278,167747,16918,150652,34013,0
549,31,Virudhunagar,6,6,0,690,690,0,111249,53256,57976,17,36257,47365,27600,129207,12540,111249,30498,0
8,2,Visakhapatnam,146,134,12,81960,72080,9880,817698,428901,388679,118,208309,394857,214208,833247,212020,817698,228462,14
15,2,Vizianagaram,46,46,0,18570,18570,0,410618,199507,211060,51,52713,224812,133053,436557,84878,410618,110817,7
608,32,Wanaparthy,7,7,0,1452,1452,0,53680,26758,26910,12,6843,26964,19860,59900,6235,53680,12455,2
609,32,Warangal(Rural),6,6,0,2000,2000,0,59618,31013,28580,25,9239,29691,20656,60131,11990,59618,12503,8
610,32,Warangal(Urban),8,8,0,10400,10400,0,233729,124546,109132,51,71170,102736,59795,238057,56894,233729,61222,8
377,21,Wardha,76,76,0,30300,30300,0,241528,124469,117042,17,31579,106530,103381,258544,42050,241528,59066,167
369,21,Washim,85,85,0,30400,30400,0,196518,104122,92376,20,25832,90868,79806,163879,95036,196518,62397,9
299,17,Wayanad,37,37,0,13905,13905,0,284760,135993,148724,43,36291,140011,108212,339094,28970,284760,83304,118
737,36,West Bardhaman,80,64,16,52529,15846,36683,333516,203745,129724,47,109323,129018,95067,388628,40390,333516,95502,10
106,5,West Champaran,68,68,0,11710,11710,0,262813,155064,107687,62,89767,89530,83398,298386,0,262813,35573,9
142,9,West Delhi,84,80,4,10951,10486,465,487215,271355,215710,150,132227,206763,148007,433680,212522,487215,158987,92
420,23,West Garo Hills,13,13,0,1930,1930,0,70093,34963,35123,7,15751,35933,18406,86337,0,70093,16244,35
16,2,West Godavari,160,159,1,82182,82102,80,651137,324989,326075,73,68887,332288,249817,668241,199670,651137,216774,16
416,23,West Jaintia Hills,25,25,0,5000,5000,0,34020,15954,18064,2,14949,13167,5897,39157,0,34020,5137,49
28,3,West Kameng,8,8,0,1160,1160,0,19877,11397,8478,2,7581,8443,3850,26624,0,19877,6747,1
769,4,West Karbi Anglong,15,15,0,3000,3000,0,22827,13297,9527,3,8453,10560,3813,26041,3758,22827,6972,0
419,23,West Khasi Hills,24,24,0,4190,4190,0,38216,18689,19526,1,16338,14607,7270,43911,0,38216,5695,9
38,3,West Siang,4,4,0,600,600,0,15583,8188,7393,2,5406,6717,3458,19734,0,15583,4151,6
536,30,West Sikkim,0,0,0,0,0,0,35211,19121,16087,3,3975,18921,12314,46938,0,35211,11727,28
263,15,West Singhbhum,100,99,1,13281,13231,50,160632,82766,77829,37,46405,70365,43802,177757,18916,160632,36041,6
621,33,West Tripura,83,83,0,16850,16850,0,380384,196417,183908,59,93914,184753,101058,518239,14789,380384,152644,24
436,25,Wokha,11,11,0,1595,1595,0,16720,8657,8058,5,6380,6056,4284,20506,0,16720,3786,1
611,32,Yadadri Bhuvanagiri,33,33,0,6800,6800,0,178188,84831,93306,51,13687,98172,66323,147552,74320,178188,43684,4
285,16,Yadgir,262,262,0,73802,73802,0,171087,83007,88065,15,37507,79570,53998,188279,19171,171087,36363,12
197,12,Yamunanagar,27,27,0,5500,5500,0,225378,119456,105882,40,52901,84814,87633,234238,35725,225378,44585,26
478,27,Yanam,2,2,0,300,300,0,8154,4372,3781,1,2392,3536,2225,9835,74,8154,1755,5
368,21,Yavatmal,122,122,0,42953,42953,0,370593,202316,168218,59,67363,175272,127912,387749,67501,370593,84657,158
6,2,"YSR District, Kadapa (Cuddapah)",121,121,0,131250,131250,0,547550,271110,276337,103,57074,301009,189387,616170,109320,547550,177940,4
442,25,Zunheboto,12,12,0,2610,2610,0,12340,7057,5283,0,4605,4538,3196,15300,0,12340,2960,10
