label,startdate,enddate,district_id,state_id,district_name,total,18_45_vaccination,45_60_vaccination,60+_vaccination,dose1,dose2
24 Apr-30 Apr,24-04-2021,30-04-2021,7,2,Kurnool,63538,2659,35833,25046,35489,28049
01 May-07 May,01-05-2021,07-05-2021,7,2,Kurnool,38018,1183,20709,16126,9349,28669
08 May-14 May,08-05-2021,14-05-2021,7,2,Kurnool,23398,826,12981,9591,135,23263
15 May-21 May,15-05-2021,21-05-2021,7,2,Kurnool,19002,1427,11577,5998,4101,14901
22 May-28 May,22-05-2021,28-05-2021,7,2,Kurnool,76978,2176,55054,19748,74004,2974
29 May-04 Jun,29-05-2021,04-06-2021,7,2,Kurnool,91978,9808,62982,19188,85808,6170
05 Jun-11 Jun,05-06-2021,11-06-2021,7,2,Kurnool,7206,595,5113,1498,6906,300
16 Jan-22 Jan,16-01-2021,22-01-2021,186,12,Kurukshetra,1381,1044,274,63,1381,0
23 Jan-29 Jan,23-01-2021,29-01-2021,186,12,Kurukshetra,1572,1179,350,43,1572,0
30 Jan-05 Feb,30-01-2021,05-02-2021,186,12,Kurukshetra,417,285,111,21,417,0
06 Feb-12 Feb,06-02-2021,12-02-2021,186,12,Kurukshetra,1886,1197,630,59,1886,0
13 Feb-19 Feb,13-02-2021,19-02-2021,186,12,Kurukshetra,705,484,192,29,558,147
20 Feb-26 Feb,20-02-2021,26-02-2021,186,12,Kurukshetra,2241,1560,580,101,815,1426
27 Feb-05 Mar,27-02-2021,05-03-2021,186,12,Kurukshetra,1367,457,217,693,904,463
06 Mar-12 Mar,06-03-2021,12-03-2021,186,12,Kurukshetra,3779,601,520,2658,3107,672
13 Mar-19 Mar,13-03-2021,19-03-2021,186,12,Kurukshetra,11169,623,1221,9325,10702,467
20 Mar-26 Mar,20-03-2021,26-03-2021,186,12,Kurukshetra,13608,422,1932,11254,13286,322
27 Mar-02 Apr,27-03-2021,02-04-2021,186,12,Kurukshetra,21250,562,7628,13060,20900,350
03 Apr-09 Apr,03-04-2021,09-04-2021,186,12,Kurukshetra,21241,247,10866,10128,20116,1125
10 Apr-16 Apr,10-04-2021,16-04-2021,186,12,Kurukshetra,24231,315,12681,11235,21507,2724
17 Apr-23 Apr,17-04-2021,23-04-2021,186,12,Kurukshetra,15279,575,6900,7804,11092,4187
24 Apr-30 Apr,24-04-2021,30-04-2021,186,12,Kurukshetra,12117,421,5860,5836,8370,3747
01 May-07 May,01-05-2021,07-05-2021,186,12,Kurukshetra,10719,3663,3459,3597,7000,3719
08 May-14 May,08-05-2021,14-05-2021,186,12,Kurukshetra,17477,5051,6598,5828,10795,6682
15 May-21 May,15-05-2021,21-05-2021,186,12,Kurukshetra,13174,8365,3260,1549,12469,705
22 May-28 May,22-05-2021,28-05-2021,186,12,Kurukshetra,15442,9885,3887,1670,14470,972
29 May-04 Jun,29-05-2021,04-06-2021,186,12,Kurukshetra,12535,8329,2967,1239,11661,874
05 Jun-11 Jun,05-06-2021,11-06-2021,186,12,Kurukshetra,1993,951,710,332,1891,102
16 Jan-22 Jan,16-01-2021,22-01-2021,21,3,Kurung Kumey,268,231,37,0,268,0
23 Jan-29 Jan,23-01-2021,29-01-2021,21,3,Kurung Kumey,84,79,3,2,84,0
30 Jan-05 Feb,30-01-2021,05-02-2021,21,3,Kurung Kumey,80,76,4,0,80,0
06 Feb-12 Feb,06-02-2021,12-02-2021,21,3,Kurung Kumey,38,34,4,0,38,0
13 Feb-19 Feb,13-02-2021,19-02-2021,21,3,Kurung Kumey,1,0,1,0,1,0
20 Feb-26 Feb,20-02-2021,26-02-2021,21,3,Kurung Kumey,242,208,33,1,76,166
27 Feb-05 Mar,27-02-2021,05-03-2021,21,3,Kurung Kumey,134,110,18,6,72,62
06 Mar-12 Mar,06-03-2021,12-03-2021,21,3,Kurung Kumey,167,117,30,20,124,43
13 Mar-19 Mar,13-03-2021,19-03-2021,21,3,Kurung Kumey,429,170,83,176,357,72
20 Mar-26 Mar,20-03-2021,26-03-2021,21,3,Kurung Kumey,698,217,303,178,681,17
27 Mar-02 Apr,27-03-2021,02-04-2021,21,3,Kurung Kumey,427,169,178,80,412,15
03 Apr-09 Apr,03-04-2021,09-04-2021,21,3,Kurung Kumey,301,70,152,79,255,46
10 Apr-16 Apr,10-04-2021,16-04-2021,21,3,Kurung Kumey,321,102,130,89,220,101
17 Apr-23 Apr,17-04-2021,23-04-2021,21,3,Kurung Kumey,417,161,110,146,206,211
24 Apr-30 Apr,24-04-2021,30-04-2021,21,3,Kurung Kumey,666,179,301,186,204,462
01 May-07 May,01-05-2021,07-05-2021,21,3,Kurung Kumey,548,229,219,100,93,455
08 May-14 May,08-05-2021,14-05-2021,21,3,Kurung Kumey,418,184,173,61,146,272
15 May-21 May,15-05-2021,21-05-2021,21,3,Kurung Kumey,327,207,84,36,309,18
22 May-28 May,22-05-2021,28-05-2021,21,3,Kurung Kumey,448,309,78,61,446,2
29 May-04 Jun,29-05-2021,04-06-2021,21,3,Kurung Kumey,120,117,2,1,120,0
05 Jun-11 Jun,05-06-2021,11-06-2021,21,3,Kurung Kumey,78,46,20,12,78,0
16 Jan-22 Jan,16-01-2021,22-01-2021,667,34,Kushinagar,1263,635,601,27,1263,0
23 Jan-29 Jan,23-01-2021,29-01-2021,667,34,Kushinagar,5008,3975,978,55,5008,0
30 Jan-05 Feb,30-01-2021,05-02-2021,667,34,Kushinagar,3101,2186,853,62,3101,0
06 Feb-12 Feb,06-02-2021,12-02-2021,667,34,Kushinagar,2508,1652,845,11,2508,0
13 Feb-19 Feb,13-02-2021,19-02-2021,667,34,Kushinagar,3899,2555,1296,48,2838,1061
20 Feb-26 Feb,20-02-2021,26-02-2021,667,34,Kushinagar,5816,4495,1247,74,1404,4412
27 Feb-05 Mar,27-02-2021,05-03-2021,667,34,Kushinagar,4937,1751,1008,2178,3148,1789
06 Mar-12 Mar,06-03-2021,12-03-2021,667,34,Kushinagar,9913,1205,1853,6855,8718,1195
13 Mar-19 Mar,13-03-2021,19-03-2021,667,34,Kushinagar,16892,2768,3771,10353,13585,3307
20 Mar-26 Mar,20-03-2021,26-03-2021,667,34,Kushinagar,15592,1498,3012,11082,14021,1571
27 Mar-02 Apr,27-03-2021,02-04-2021,667,34,Kushinagar,10648,295,5028,5325,10393,255
03 Apr-09 Apr,03-04-2021,09-04-2021,667,34,Kushinagar,34595,475,18430,15690,30689,3906
10 Apr-16 Apr,10-04-2021,16-04-2021,667,34,Kushinagar,36655,426,19182,17047,30605,6050
17 Apr-23 Apr,17-04-2021,23-04-2021,667,34,Kushinagar,22415,493,11133,10789,16041,6374
24 Apr-30 Apr,24-04-2021,30-04-2021,667,34,Kushinagar,5443,165,2677,2601,3606,1837
01 May-07 May,01-05-2021,07-05-2021,667,34,Kushinagar,13472,568,7477,5427,6573,6899
08 May-14 May,08-05-2021,14-05-2021,667,34,Kushinagar,11096,389,6994,3713,6115,4981
15 May-21 May,15-05-2021,21-05-2021,667,34,Kushinagar,10288,295,7227,2766,8108,2180
22 May-28 May,22-05-2021,28-05-2021,667,34,Kushinagar,11723,478,8017,3228,9348,2375
29 May-04 Jun,29-05-2021,04-06-2021,667,34,Kushinagar,16420,4972,8247,3201,13758,2662
05 Jun-11 Jun,05-06-2021,11-06-2021,667,34,Kushinagar,3719,1418,1727,574,3367,352
16 Jan-22 Jan,16-01-2021,22-01-2021,170,11,Kutch,1734,1365,314,55,1734,0
23 Jan-29 Jan,23-01-2021,29-01-2021,170,11,Kutch,7040,5568,1279,193,7040,0
30 Jan-05 Feb,30-01-2021,05-02-2021,170,11,Kutch,9148,7029,2025,94,9148,0
06 Feb-12 Feb,06-02-2021,12-02-2021,170,11,Kutch,10237,7983,2222,32,10237,0
13 Feb-19 Feb,13-02-2021,19-02-2021,170,11,Kutch,1873,1420,410,43,621,1252
20 Feb-26 Feb,20-02-2021,26-02-2021,170,11,Kutch,5587,4427,988,172,378,5209
27 Feb-05 Mar,27-02-2021,05-03-2021,170,11,Kutch,24754,4963,5315,14476,19267,5487
06 Mar-12 Mar,06-03-2021,12-03-2021,170,11,Kutch,33808,7632,7994,18182,25111,8697
13 Mar-19 Mar,13-03-2021,19-03-2021,170,11,Kutch,29050,2967,8428,17655,26124,2926
20 Mar-26 Mar,20-03-2021,26-03-2021,170,11,Kutch,38143,1937,13658,22548,36967,1176
27 Mar-02 Apr,27-03-2021,02-04-2021,170,11,Kutch,33053,1869,19097,12087,28012,5041
03 Apr-09 Apr,03-04-2021,09-04-2021,170,11,Kutch,59644,2183,37096,20365,45977,13667
10 Apr-16 Apr,10-04-2021,16-04-2021,170,11,Kutch,36693,2934,19222,14537,22725,13968
17 Apr-23 Apr,17-04-2021,23-04-2021,170,11,Kutch,25789,2940,11362,11487,10523,15266
24 Apr-30 Apr,24-04-2021,30-04-2021,170,11,Kutch,28626,3532,13955,11139,11948,16678
01 May-07 May,01-05-2021,07-05-2021,170,11,Kutch,28804,10150,12528,6126,14660,14144
08 May-14 May,08-05-2021,14-05-2021,170,11,Kutch,24088,7527,11124,5437,11430,12658
15 May-21 May,15-05-2021,21-05-2021,170,11,Kutch,6465,5109,1057,299,6145,320
22 May-28 May,22-05-2021,28-05-2021,170,11,Kutch,30296,22600,6142,1554,29448,848
29 May-04 Jun,29-05-2021,04-06-2021,170,11,Kutch,43943,35420,6176,2347,40477,3466
05 Jun-11 Jun,05-06-2021,11-06-2021,170,11,Kutch,13665,11467,1434,764,12393,1272
16 Jan-22 Jan,16-01-2021,22-01-2021,210,13,Lahaul Spiti,270,169,99,2,270,0
23 Jan-29 Jan,23-01-2021,29-01-2021,210,13,Lahaul Spiti,9,4,5,0,9,0
30 Jan-05 Feb,30-01-2021,05-02-2021,210,13,Lahaul Spiti,74,52,22,0,74,0
06 Feb-12 Feb,06-02-2021,12-02-2021,210,13,Lahaul Spiti,191,141,50,0,191,0
13 Feb-19 Feb,13-02-2021,19-02-2021,210,13,Lahaul Spiti,356,235,119,2,92,264
20 Feb-26 Feb,20-02-2021,26-02-2021,210,13,Lahaul Spiti,157,106,51,0,147,10
27 Feb-05 Mar,27-02-2021,05-03-2021,210,13,Lahaul Spiti,625,111,41,473,552,73
06 Mar-12 Mar,06-03-2021,12-03-2021,210,13,Lahaul Spiti,866,156,78,632,703,163
13 Mar-19 Mar,13-03-2021,19-03-2021,210,13,Lahaul Spiti,497,72,32,393,412,85
20 Mar-26 Mar,20-03-2021,26-03-2021,210,13,Lahaul Spiti,601,98,47,456,476,125
27 Mar-02 Apr,27-03-2021,02-04-2021,210,13,Lahaul Spiti,529,13,5,511,524,5
03 Apr-09 Apr,03-04-2021,09-04-2021,210,13,Lahaul Spiti,2055,8,1846,201,2046,9
10 Apr-16 Apr,10-04-2021,16-04-2021,210,13,Lahaul Spiti,1822,10,1620,192,1806,16
17 Apr-23 Apr,17-04-2021,23-04-2021,210,13,Lahaul Spiti,1117,50,384,683,431,686
24 Apr-30 Apr,24-04-2021,30-04-2021,210,13,Lahaul Spiti,1037,27,203,807,231,806
01 May-07 May,01-05-2021,07-05-2021,210,13,Lahaul Spiti,804,17,250,537,279,525
08 May-14 May,08-05-2021,14-05-2021,210,13,Lahaul Spiti,780,12,131,637,198,582
15 May-21 May,15-05-2021,21-05-2021,210,13,Lahaul Spiti,450,302,132,16,449,1
22 May-28 May,22-05-2021,28-05-2021,210,13,Lahaul Spiti,271,238,30,3,269,2
29 May-04 Jun,29-05-2021,04-06-2021,210,13,Lahaul Spiti,689,602,78,9,686,3
05 Jun-11 Jun,05-06-2021,11-06-2021,210,13,Lahaul Spiti,221,213,8,0,221,0
16 Jan-22 Jan,16-01-2021,22-01-2021,63,4,Lakhimpur,1063,572,465,26,1063,0
23 Jan-29 Jan,23-01-2021,29-01-2021,63,4,Lakhimpur,949,476,457,16,949,0
30 Jan-05 Feb,30-01-2021,05-02-2021,63,4,Lakhimpur,1302,820,459,23,1302,0
06 Feb-12 Feb,06-02-2021,12-02-2021,63,4,Lakhimpur,1717,1067,629,21,1717,0
13 Feb-19 Feb,13-02-2021,19-02-2021,63,4,Lakhimpur,1322,720,544,58,781,541
20 Feb-26 Feb,20-02-2021,26-02-2021,63,4,Lakhimpur,2056,1321,706,29,1581,475
27 Feb-05 Mar,27-02-2021,05-03-2021,63,4,Lakhimpur,4119,1719,2346,54,3737,382
06 Mar-12 Mar,06-03-2021,12-03-2021,63,4,Lakhimpur,4189,1524,2260,405,3418,771
13 Mar-19 Mar,13-03-2021,19-03-2021,63,4,Lakhimpur,2680,834,693,1153,1719,961
20 Mar-26 Mar,20-03-2021,26-03-2021,63,4,Lakhimpur,10808,1742,1721,7345,9118,1690
27 Mar-02 Apr,27-03-2021,02-04-2021,63,4,Lakhimpur,5135,758,1908,2469,3925,1210
03 Apr-09 Apr,03-04-2021,09-04-2021,63,4,Lakhimpur,8748,919,5096,2733,6587,2161
10 Apr-16 Apr,10-04-2021,16-04-2021,63,4,Lakhimpur,1154,238,537,379,521,633
17 Apr-23 Apr,17-04-2021,23-04-2021,63,4,Lakhimpur,13556,1178,8426,3952,9963,3593
24 Apr-30 Apr,24-04-2021,30-04-2021,63,4,Lakhimpur,16279,1042,9172,6065,10945,5334
01 May-07 May,01-05-2021,07-05-2021,63,4,Lakhimpur,14395,1780,7886,4729,9211,5184
08 May-14 May,08-05-2021,14-05-2021,63,4,Lakhimpur,12585,3097,6309,3179,9420,3165
15 May-21 May,15-05-2021,21-05-2021,63,4,Lakhimpur,7283,6008,929,346,6707,576
22 May-28 May,22-05-2021,28-05-2021,63,4,Lakhimpur,10796,3285,5925,1586,9683,1113
29 May-04 Jun,29-05-2021,04-06-2021,63,4,Lakhimpur,5397,1271,3332,794,5069,328
05 Jun-11 Jun,05-06-2021,11-06-2021,63,4,Lakhimpur,1890,18,1519,353,1873,17
16 Jan-22 Jan,16-01-2021,22-01-2021,668,34,Lakhimpur Kheri,1343,834,473,36,1343,0
23 Jan-29 Jan,23-01-2021,29-01-2021,668,34,Lakhimpur Kheri,5620,3895,1638,87,5620,0
30 Jan-05 Feb,30-01-2021,05-02-2021,668,34,Lakhimpur Kheri,2816,1756,1004,56,2816,0
06 Feb-12 Feb,06-02-2021,12-02-2021,668,34,Lakhimpur Kheri,3829,2872,943,14,3829,0
13 Feb-19 Feb,13-02-2021,19-02-2021,668,34,Lakhimpur Kheri,5441,3559,1793,89,4179,1262
20 Feb-26 Feb,20-02-2021,26-02-2021,668,34,Lakhimpur Kheri,6551,4510,1955,86,1623,4928
27 Feb-05 Mar,27-02-2021,05-03-2021,668,34,Lakhimpur Kheri,5458,988,1170,3300,4175,1283
06 Mar-12 Mar,06-03-2021,12-03-2021,668,34,Lakhimpur Kheri,8645,1159,1521,5965,7420,1225
13 Mar-19 Mar,13-03-2021,19-03-2021,668,34,Lakhimpur Kheri,15814,3563,4136,8115,10810,5004
20 Mar-26 Mar,20-03-2021,26-03-2021,668,34,Lakhimpur Kheri,15914,1490,5864,8560,14359,1555
27 Mar-02 Apr,27-03-2021,02-04-2021,668,34,Lakhimpur Kheri,10057,275,5837,3945,9264,793
03 Apr-09 Apr,03-04-2021,09-04-2021,668,34,Lakhimpur Kheri,33393,297,20071,13025,30655,2738
10 Apr-16 Apr,10-04-2021,16-04-2021,668,34,Lakhimpur Kheri,29981,234,18111,11636,27256,2725
17 Apr-23 Apr,17-04-2021,23-04-2021,668,34,Lakhimpur Kheri,6478,284,3067,3127,3294,3184
24 Apr-30 Apr,24-04-2021,30-04-2021,668,34,Lakhimpur Kheri,5786,255,3067,2464,3032,2754
01 May-07 May,01-05-2021,07-05-2021,668,34,Lakhimpur Kheri,6148,455,3376,2317,2639,3509
08 May-14 May,08-05-2021,14-05-2021,668,34,Lakhimpur Kheri,10052,665,5912,3475,4018,6034
15 May-21 May,15-05-2021,21-05-2021,668,34,Lakhimpur Kheri,7899,997,5012,1890,6271,1628
22 May-28 May,22-05-2021,28-05-2021,668,34,Lakhimpur Kheri,12007,780,8069,3158,10195,1812
29 May-04 Jun,29-05-2021,04-06-2021,668,34,Lakhimpur Kheri,26669,5386,15217,6066,24903,1766
05 Jun-11 Jun,05-06-2021,11-06-2021,668,34,Lakhimpur Kheri,3896,1396,1836,664,3639,257
16 Jan-22 Jan,16-01-2021,22-01-2021,84,5,Lakhisarai,823,574,233,16,823,0
23 Jan-29 Jan,23-01-2021,29-01-2021,84,5,Lakhisarai,813,539,261,13,813,0
30 Jan-05 Feb,30-01-2021,05-02-2021,84,5,Lakhisarai,1557,1075,450,32,1557,0
06 Feb-12 Feb,06-02-2021,12-02-2021,84,5,Lakhisarai,799,575,219,5,799,0
13 Feb-19 Feb,13-02-2021,19-02-2021,84,5,Lakhisarai,582,380,184,18,346,236
20 Feb-26 Feb,20-02-2021,26-02-2021,84,5,Lakhisarai,1164,775,374,15,757,407
27 Feb-05 Mar,27-02-2021,05-03-2021,84,5,Lakhisarai,1342,615,451,276,599,743
06 Mar-12 Mar,06-03-2021,12-03-2021,84,5,Lakhisarai,3307,677,556,2074,2527,780
13 Mar-19 Mar,13-03-2021,19-03-2021,84,5,Lakhisarai,3905,806,492,2607,3036,869
20 Mar-26 Mar,20-03-2021,26-03-2021,84,5,Lakhisarai,5399,552,474,4373,4742,657
27 Mar-02 Apr,27-03-2021,02-04-2021,84,5,Lakhisarai,4104,286,1336,2482,3700,404
03 Apr-09 Apr,03-04-2021,09-04-2021,84,5,Lakhisarai,7822,223,3727,3872,7028,794
10 Apr-16 Apr,10-04-2021,16-04-2021,84,5,Lakhisarai,7120,346,3284,3490,6186,934
17 Apr-23 Apr,17-04-2021,23-04-2021,84,5,Lakhisarai,5957,287,2518,3152,4502,1455
24 Apr-30 Apr,24-04-2021,30-04-2021,84,5,Lakhisarai,7040,367,3136,3537,5318,1722
01 May-07 May,01-05-2021,07-05-2021,84,5,Lakhisarai,4807,270,2216,2321,2562,2245
08 May-14 May,08-05-2021,14-05-2021,84,5,Lakhisarai,5799,3055,1499,1245,4243,1556
15 May-21 May,15-05-2021,21-05-2021,84,5,Lakhisarai,6020,5311,541,168,5949,71
22 May-28 May,22-05-2021,28-05-2021,84,5,Lakhisarai,6377,5344,688,345,6278,99
29 May-04 Jun,29-05-2021,04-06-2021,84,5,Lakhisarai,3732,1702,1211,819,3562,170
05 Jun-11 Jun,05-06-2021,11-06-2021,84,5,Lakhisarai,2040,1354,427,259,2003,37
16 Jan-22 Jan,16-01-2021,22-01-2021,311,19,Lakshadweep,655,477,161,17,655,0
23 Jan-29 Jan,23-01-2021,29-01-2021,311,19,Lakshadweep,51,26,19,6,51,0
30 Jan-05 Feb,30-01-2021,05-02-2021,311,19,Lakshadweep,20,13,5,2,20,0
06 Feb-12 Feb,06-02-2021,12-02-2021,311,19,Lakshadweep,747,468,270,9,747,0
13 Feb-19 Feb,13-02-2021,19-02-2021,311,19,Lakshadweep,137,91,44,2,56,81
20 Feb-26 Feb,20-02-2021,26-02-2021,311,19,Lakshadweep,157,103,54,0,133,24
27 Feb-05 Mar,27-02-2021,05-03-2021,311,19,Lakshadweep,43,15,16,12,24,19
06 Mar-12 Mar,06-03-2021,12-03-2021,311,19,Lakshadweep,1281,376,331,574,736,545
13 Mar-19 Mar,13-03-2021,19-03-2021,311,19,Lakshadweep,1346,483,402,461,588,758
20 Mar-26 Mar,20-03-2021,26-03-2021,311,19,Lakshadweep,601,164,183,254,377,224
27 Mar-02 Apr,27-03-2021,02-04-2021,311,19,Lakshadweep,1064,113,524,427,921,143
03 Apr-09 Apr,03-04-2021,09-04-2021,311,19,Lakshadweep,4517,138,2905,1474,3825,692
10 Apr-16 Apr,10-04-2021,16-04-2021,311,19,Lakshadweep,4540,85,2972,1483,4095,445
17 Apr-23 Apr,17-04-2021,23-04-2021,311,19,Lakshadweep,3821,267,2200,1354,3034,787
24 Apr-30 Apr,24-04-2021,30-04-2021,311,19,Lakshadweep,2451,224,1295,932,1916,535
01 May-07 May,01-05-2021,07-05-2021,311,19,Lakshadweep,1987,128,1200,659,813,1174
08 May-14 May,08-05-2021,14-05-2021,311,19,Lakshadweep,1673,129,1033,511,525,1148
15 May-21 May,15-05-2021,21-05-2021,311,19,Lakshadweep,979,499,289,191,891,88
22 May-28 May,22-05-2021,28-05-2021,311,19,Lakshadweep,1588,1309,186,93,1571,17
29 May-04 Jun,29-05-2021,04-06-2021,311,19,Lakshadweep,3096,2922,128,46,3082,14
05 Jun-11 Jun,05-06-2021,11-06-2021,311,19,Lakshadweep,973,900,42,31,966,7
16 Jan-22 Jan,16-01-2021,22-01-2021,669,34,Lalitpur,724,456,254,14,724,0
23 Jan-29 Jan,23-01-2021,29-01-2021,669,34,Lalitpur,1551,1069,447,35,1551,0
30 Jan-05 Feb,30-01-2021,05-02-2021,669,34,Lalitpur,980,660,299,21,980,0
06 Feb-12 Feb,06-02-2021,12-02-2021,669,34,Lalitpur,1446,715,729,2,1446,0
13 Feb-19 Feb,13-02-2021,19-02-2021,669,34,Lalitpur,2597,1592,982,23,1943,654
20 Feb-26 Feb,20-02-2021,26-02-2021,669,34,Lalitpur,1815,1195,588,32,509,1306
27 Feb-05 Mar,27-02-2021,05-03-2021,669,34,Lalitpur,4067,585,409,3073,3313,754
06 Mar-12 Mar,06-03-2021,12-03-2021,669,34,Lalitpur,3966,394,630,2942,3171,795
13 Mar-19 Mar,13-03-2021,19-03-2021,669,34,Lalitpur,7027,1193,1352,4482,5076,1951
20 Mar-26 Mar,20-03-2021,26-03-2021,669,34,Lalitpur,5049,379,825,3845,4459,590
27 Mar-02 Apr,27-03-2021,02-04-2021,669,34,Lalitpur,4280,73,2546,1661,4015,265
03 Apr-09 Apr,03-04-2021,09-04-2021,669,34,Lalitpur,17790,57,11066,6667,17666,124
10 Apr-16 Apr,10-04-2021,16-04-2021,669,34,Lalitpur,14525,69,9049,5407,14051,474
17 Apr-23 Apr,17-04-2021,23-04-2021,669,34,Lalitpur,2676,36,1155,1485,1523,1153
24 Apr-30 Apr,24-04-2021,30-04-2021,669,34,Lalitpur,2010,57,773,1180,752,1258
01 May-07 May,01-05-2021,07-05-2021,669,34,Lalitpur,1807,112,818,877,608,1199
08 May-14 May,08-05-2021,14-05-2021,669,34,Lalitpur,3402,97,1785,1520,772,2630
15 May-21 May,15-05-2021,21-05-2021,669,34,Lalitpur,2237,106,1508,623,993,1244
22 May-28 May,22-05-2021,28-05-2021,669,34,Lalitpur,1229,58,849,322,970,259
29 May-04 Jun,29-05-2021,04-06-2021,669,34,Lalitpur,5591,3627,1459,505,5271,320
05 Jun-11 Jun,05-06-2021,11-06-2021,669,34,Lalitpur,1538,946,437,155,1440,98
16 Jan-22 Jan,16-01-2021,22-01-2021,244,15,Latehar,590,405,172,13,590,0
23 Jan-29 Jan,23-01-2021,29-01-2021,244,15,Latehar,298,207,75,16,298,0
30 Jan-05 Feb,30-01-2021,05-02-2021,244,15,Latehar,957,684,256,17,957,0
06 Feb-12 Feb,06-02-2021,12-02-2021,244,15,Latehar,3191,2345,813,33,3191,0
13 Feb-19 Feb,13-02-2021,19-02-2021,244,15,Latehar,2273,1661,584,28,1746,527
20 Feb-26 Feb,20-02-2021,26-02-2021,244,15,Latehar,933,727,189,17,689,244
27 Feb-05 Mar,27-02-2021,05-03-2021,244,15,Latehar,1418,700,291,427,929,489
06 Mar-12 Mar,06-03-2021,12-03-2021,244,15,Latehar,3645,2120,826,699,1246,2399
13 Mar-19 Mar,13-03-2021,19-03-2021,244,15,Latehar,4858,2019,1218,1621,2745,2113
20 Mar-26 Mar,20-03-2021,26-03-2021,244,15,Latehar,14690,916,3183,10591,13914,776
27 Mar-02 Apr,27-03-2021,02-04-2021,244,15,Latehar,2918,265,1026,1627,2656,262
03 Apr-09 Apr,03-04-2021,09-04-2021,244,15,Latehar,11572,418,6914,4240,10759,813
10 Apr-16 Apr,10-04-2021,16-04-2021,244,15,Latehar,10738,716,5796,4226,9524,1214
17 Apr-23 Apr,17-04-2021,23-04-2021,244,15,Latehar,5639,926,2460,2253,3484,2155
24 Apr-30 Apr,24-04-2021,30-04-2021,244,15,Latehar,2248,805,744,699,1334,914
01 May-07 May,01-05-2021,07-05-2021,244,15,Latehar,2119,1115,656,348,1314,805
08 May-14 May,08-05-2021,14-05-2021,244,15,Latehar,2156,1130,611,415,1323,833
15 May-21 May,15-05-2021,21-05-2021,244,15,Latehar,8205,7453,545,207,8015,190
22 May-28 May,22-05-2021,28-05-2021,244,15,Latehar,3516,3164,279,73,3463,53
29 May-04 Jun,29-05-2021,04-06-2021,244,15,Latehar,4428,3839,450,139,4356,72
05 Jun-11 Jun,05-06-2021,11-06-2021,244,15,Latehar,2840,2487,288,65,2805,35
16 Jan-22 Jan,16-01-2021,22-01-2021,383,21,Latur,1426,936,447,43,1426,0
23 Jan-29 Jan,23-01-2021,29-01-2021,383,21,Latur,4298,2864,1249,185,4298,0
30 Jan-05 Feb,30-01-2021,05-02-2021,383,21,Latur,2492,1808,577,107,2492,0
06 Feb-12 Feb,06-02-2021,12-02-2021,383,21,Latur,1527,1051,434,42,1527,0
13 Feb-19 Feb,13-02-2021,19-02-2021,383,21,Latur,3273,2226,990,57,2652,621
20 Feb-26 Feb,20-02-2021,26-02-2021,383,21,Latur,6633,4367,2105,161,3634,2999
27 Feb-05 Mar,27-02-2021,05-03-2021,383,21,Latur,4314,1276,1051,1987,3295,1019
06 Mar-12 Mar,06-03-2021,12-03-2021,383,21,Latur,15695,2748,3364,9583,14049,1646
13 Mar-19 Mar,13-03-2021,19-03-2021,383,21,Latur,22808,4007,5529,13272,20592,2216
20 Mar-26 Mar,20-03-2021,26-03-2021,383,21,Latur,25317,4445,6054,14818,22893,2424
27 Mar-02 Apr,27-03-2021,02-04-2021,383,21,Latur,19578,2589,6505,10484,18579,999
03 Apr-09 Apr,03-04-2021,09-04-2021,383,21,Latur,41597,1594,20892,19111,39648,1949
10 Apr-16 Apr,10-04-2021,16-04-2021,383,21,Latur,35097,2868,16538,15690,31974,3123
17 Apr-23 Apr,17-04-2021,23-04-2021,383,21,Latur,26665,3760,11974,10931,20520,6145
24 Apr-30 Apr,24-04-2021,30-04-2021,383,21,Latur,30036,4029,12425,13582,17744,12292
01 May-07 May,01-05-2021,07-05-2021,383,21,Latur,24727,10288,6450,7989,15095,9632
08 May-14 May,08-05-2021,14-05-2021,383,21,Latur,49099,13508,16895,18696,27969,21130
15 May-21 May,15-05-2021,21-05-2021,383,21,Latur,23044,3479,10946,8619,17555,5489
22 May-28 May,22-05-2021,28-05-2021,383,21,Latur,23638,4730,10966,7942,21631,2007
29 May-04 Jun,29-05-2021,04-06-2021,383,21,Latur,23955,4324,10583,9048,16686,7269
05 Jun-11 Jun,05-06-2021,11-06-2021,383,21,Latur,4836,1328,1964,1544,2706,2130
16 Jan-22 Jan,16-01-2021,22-01-2021,432,24,Lawngtlai,360,289,68,3,360,0
23 Jan-29 Jan,23-01-2021,29-01-2021,432,24,Lawngtlai,161,109,50,2,161,0
30 Jan-05 Feb,30-01-2021,05-02-2021,432,24,Lawngtlai,109,81,26,2,109,0
06 Feb-12 Feb,06-02-2021,12-02-2021,432,24,Lawngtlai,66,53,12,1,66,0
13 Feb-19 Feb,13-02-2021,19-02-2021,432,24,Lawngtlai,347,287,57,3,86,261
20 Feb-26 Feb,20-02-2021,26-02-2021,432,24,Lawngtlai,295,200,91,4,83,212
27 Feb-05 Mar,27-02-2021,05-03-2021,432,24,Lawngtlai,182,75,44,63,156,26
06 Mar-12 Mar,06-03-2021,12-03-2021,432,24,Lawngtlai,1105,330,270,505,1031,74
13 Mar-19 Mar,13-03-2021,19-03-2021,432,24,Lawngtlai,166,75,19,72,153,13
20 Mar-26 Mar,20-03-2021,26-03-2021,432,24,Lawngtlai,1176,460,367,349,1004,172
