label,startdate,enddate,district_id,state_id,district_name,total,18_45_vaccination,45_60_vaccination,60+_vaccination,dose1,dose2
16 Jan-22 Jan,16-01-2021,22-01-2021,735,36,South 24 Parganas,2781,1729,940,112,2781,0
23 Jan-29 Jan,23-01-2021,29-01-2021,735,36,South 24 Parganas,4454,2592,1547,315,4454,0
30 Jan-05 Feb,30-01-2021,05-02-2021,735,36,South 24 Parganas,5257,3066,1840,351,5257,0
06 Feb-12 Feb,06-02-2021,12-02-2021,735,36,South 24 Parganas,7969,4468,3115,386,7969,0
13 Feb-19 Feb,13-02-2021,19-02-2021,735,36,South 24 Parganas,6825,3889,2615,321,5325,1500
20 Feb-26 Feb,20-02-2021,26-02-2021,735,36,South 24 Parganas,18265,10780,7154,331,14360,3905
27 Feb-05 Mar,27-02-2021,05-03-2021,735,36,South 24 Parganas,14466,7018,4449,2999,11906,2560
06 Mar-12 Mar,06-03-2021,12-03-2021,735,36,South 24 Parganas,66459,6636,19267,40556,60401,6058
13 Mar-19 Mar,13-03-2021,19-03-2021,735,36,South 24 Parganas,77623,5429,26063,46131,71047,6576
20 Mar-26 Mar,20-03-2021,26-03-2021,735,36,South 24 Parganas,68724,4355,25788,38581,64106,4618
27 Mar-02 Apr,27-03-2021,02-04-2021,735,36,South 24 Parganas,51996,2614,25742,23640,49737,2259
03 Apr-09 Apr,03-04-2021,09-04-2021,735,36,South 24 Parganas,74498,2936,48673,22889,65625,8873
10 Apr-16 Apr,10-04-2021,16-04-2021,735,36,South 24 Parganas,38511,4224,21486,12801,23553,14958
17 Apr-23 Apr,17-04-2021,23-04-2021,735,36,South 24 Parganas,53889,6174,23459,24256,18258,35631
24 Apr-30 Apr,24-04-2021,30-04-2021,735,36,South 24 Parganas,47592,2763,20378,24450,14240,33352
01 May-07 May,01-05-2021,07-05-2021,735,36,South 24 Parganas,42203,2009,15505,24689,3401,38802
08 May-14 May,08-05-2021,14-05-2021,735,36,South 24 Parganas,36067,1559,13584,20924,1435,34632
15 May-21 May,15-05-2021,21-05-2021,735,36,South 24 Parganas,22704,2570,12902,7232,14098,8606
22 May-28 May,22-05-2021,28-05-2021,735,36,South 24 Parganas,77276,56549,15975,4752,75930,1346
29 May-04 Jun,29-05-2021,04-06-2021,735,36,South 24 Parganas,77736,33531,33233,10972,75984,1752
05 Jun-11 Jun,05-06-2021,11-06-2021,735,36,South 24 Parganas,18745,6284,9286,3175,18479,266
16 Jan-22 Jan,16-01-2021,22-01-2021,2,1,South Andaman,735,422,295,18,735,0
23 Jan-29 Jan,23-01-2021,29-01-2021,2,1,South Andaman,433,227,190,16,433,0
30 Jan-05 Feb,30-01-2021,05-02-2021,2,1,South Andaman,449,226,201,22,449,0
06 Feb-12 Feb,06-02-2021,12-02-2021,2,1,South Andaman,153,81,66,6,153,0
13 Feb-19 Feb,13-02-2021,19-02-2021,2,1,South Andaman,1470,1011,441,18,977,493
20 Feb-26 Feb,20-02-2021,26-02-2021,2,1,South Andaman,1676,1127,520,29,1274,402
27 Feb-05 Mar,27-02-2021,05-03-2021,2,1,South Andaman,1335,725,576,34,1204,131
06 Mar-12 Mar,06-03-2021,12-03-2021,2,1,South Andaman,3310,1539,1200,571,2968,342
13 Mar-19 Mar,13-03-2021,19-03-2021,2,1,South Andaman,1706,659,460,587,985,721
20 Mar-26 Mar,20-03-2021,26-03-2021,2,1,South Andaman,2490,1202,650,638,1163,1327
27 Mar-02 Apr,27-03-2021,02-04-2021,2,1,South Andaman,1068,225,458,385,844,224
03 Apr-09 Apr,03-04-2021,09-04-2021,2,1,South Andaman,6059,135,3618,2306,5957,102
10 Apr-16 Apr,10-04-2021,16-04-2021,2,1,South Andaman,20003,584,13456,5963,19469,534
17 Apr-23 Apr,17-04-2021,23-04-2021,2,1,South Andaman,13849,1324,8800,3725,11702,2147
24 Apr-30 Apr,24-04-2021,30-04-2021,2,1,South Andaman,7673,527,4833,2313,6314,1359
01 May-07 May,01-05-2021,07-05-2021,2,1,South Andaman,4293,1190,2050,1053,3124,1169
08 May-14 May,08-05-2021,14-05-2021,2,1,South Andaman,2437,715,1133,589,1759,678
15 May-21 May,15-05-2021,21-05-2021,2,1,South Andaman,2304,1147,832,325,2076,228
22 May-28 May,22-05-2021,28-05-2021,2,1,South Andaman,3136,2902,184,50,3129,7
29 May-04 Jun,29-05-2021,04-06-2021,2,1,South Andaman,3341,2884,371,86,3308,33
05 Jun-11 Jun,05-06-2021,11-06-2021,2,1,South Andaman,462,406,43,13,455,7
16 Jan-22 Jan,16-01-2021,22-01-2021,149,9,South Delhi,2266,1692,459,115,2266,0
23 Jan-29 Jan,23-01-2021,29-01-2021,149,9,South Delhi,3544,2478,892,174,3544,0
30 Jan-05 Feb,30-01-2021,05-02-2021,149,9,South Delhi,7200,5370,1613,217,7200,0
06 Feb-12 Feb,06-02-2021,12-02-2021,149,9,South Delhi,9815,6318,3337,160,9815,0
13 Feb-19 Feb,13-02-2021,19-02-2021,149,9,South Delhi,12740,8772,3760,208,11146,1594
20 Feb-26 Feb,20-02-2021,26-02-2021,149,9,South Delhi,14108,9916,3938,254,11180,2928
27 Feb-05 Mar,27-02-2021,05-03-2021,149,9,South Delhi,8906,4313,1955,2638,5897,3009
06 Mar-12 Mar,06-03-2021,12-03-2021,149,9,South Delhi,24832,7416,5203,12213,18020,6812
13 Mar-19 Mar,13-03-2021,19-03-2021,149,9,South Delhi,24557,8335,5682,10540,16069,8488
20 Mar-26 Mar,20-03-2021,26-03-2021,149,9,South Delhi,24470,8888,5448,10134,16432,8038
27 Mar-02 Apr,27-03-2021,02-04-2021,149,9,South Delhi,23507,5307,9725,8475,19018,4489
03 Apr-09 Apr,03-04-2021,09-04-2021,149,9,South Delhi,48436,5275,29728,13433,39919,8517
10 Apr-16 Apr,10-04-2021,16-04-2021,149,9,South Delhi,49866,5667,28924,15275,38708,11158
17 Apr-23 Apr,17-04-2021,23-04-2021,149,9,South Delhi,34604,5437,17267,11900,22726,11878
24 Apr-30 Apr,24-04-2021,30-04-2021,149,9,South Delhi,36871,6141,16864,13864,20688,16183
01 May-07 May,01-05-2021,07-05-2021,149,9,South Delhi,43989,24056,13043,6890,31396,12593
08 May-14 May,08-05-2021,14-05-2021,149,9,South Delhi,51819,25610,17302,8907,34427,17392
15 May-21 May,15-05-2021,21-05-2021,149,9,South Delhi,70146,49767,15167,5212,57743,12403
22 May-28 May,22-05-2021,28-05-2021,149,9,South Delhi,51321,36139,11492,3690,43375,7946
29 May-04 Jun,29-05-2021,04-06-2021,149,9,South Delhi,59165,45326,10494,3345,49761,9404
05 Jun-11 Jun,05-06-2021,11-06-2021,149,9,South Delhi,13261,10980,1694,587,12195,1066
16 Jan-22 Jan,16-01-2021,22-01-2021,144,9,South East Delhi,2249,1575,529,145,2249,0
23 Jan-29 Jan,23-01-2021,29-01-2021,144,9,South East Delhi,3295,2256,838,201,3295,0
30 Jan-05 Feb,30-01-2021,05-02-2021,144,9,South East Delhi,5606,4082,1339,185,5606,0
06 Feb-12 Feb,06-02-2021,12-02-2021,144,9,South East Delhi,5425,3740,1568,117,5425,0
13 Feb-19 Feb,13-02-2021,19-02-2021,144,9,South East Delhi,8505,5638,2676,191,6835,1670
20 Feb-26 Feb,20-02-2021,26-02-2021,144,9,South East Delhi,9570,6243,3048,279,6616,2954
27 Feb-05 Mar,27-02-2021,05-03-2021,144,9,South East Delhi,6937,2160,1389,3388,4833,2104
06 Mar-12 Mar,06-03-2021,12-03-2021,144,9,South East Delhi,20157,4842,4295,11020,16144,4013
13 Mar-19 Mar,13-03-2021,19-03-2021,144,9,South East Delhi,19648,5337,4763,9548,14703,4945
20 Mar-26 Mar,20-03-2021,26-03-2021,144,9,South East Delhi,16933,5108,4500,7325,12331,4602
27 Mar-02 Apr,27-03-2021,02-04-2021,144,9,South East Delhi,20375,2901,9606,7868,17530,2845
03 Apr-09 Apr,03-04-2021,09-04-2021,144,9,South East Delhi,43163,2555,27504,13104,35948,7215
10 Apr-16 Apr,10-04-2021,16-04-2021,144,9,South East Delhi,45305,1925,28472,14908,35429,9876
17 Apr-23 Apr,17-04-2021,23-04-2021,144,9,South East Delhi,32500,2162,18635,11703,22012,10488
24 Apr-30 Apr,24-04-2021,30-04-2021,144,9,South East Delhi,34124,2649,18487,12987,19240,14884
01 May-07 May,01-05-2021,07-05-2021,144,9,South East Delhi,42874,25469,12140,5265,32353,10521
08 May-14 May,08-05-2021,14-05-2021,144,9,South East Delhi,55251,32675,15929,6647,40064,15187
15 May-21 May,15-05-2021,21-05-2021,144,9,South East Delhi,65310,44153,15895,5262,54709,10601
22 May-28 May,22-05-2021,28-05-2021,144,9,South East Delhi,40316,26343,10704,3269,35561,4755
29 May-04 Jun,29-05-2021,04-06-2021,144,9,South East Delhi,45750,28461,12985,4304,36134,9616
05 Jun-11 Jun,05-06-2021,11-06-2021,144,9,South East Delhi,10414,6134,3195,1085,6523,3891
16 Jan-22 Jan,16-01-2021,22-01-2021,421,23,South Garo Hills,39,38,1,0,39,0
23 Jan-29 Jan,23-01-2021,29-01-2021,421,23,South Garo Hills,34,25,9,0,34,0
30 Jan-05 Feb,30-01-2021,05-02-2021,421,23,South Garo Hills,81,65,16,0,81,0
06 Feb-12 Feb,06-02-2021,12-02-2021,421,23,South Garo Hills,345,273,69,3,345,0
13 Feb-19 Feb,13-02-2021,19-02-2021,421,23,South Garo Hills,1056,834,215,7,1052,4
20 Feb-26 Feb,20-02-2021,26-02-2021,421,23,South Garo Hills,617,419,198,0,588,29
27 Feb-05 Mar,27-02-2021,05-03-2021,421,23,South Garo Hills,261,163,67,31,184,77
06 Mar-12 Mar,06-03-2021,12-03-2021,421,23,South Garo Hills,589,230,162,197,419,170
13 Mar-19 Mar,13-03-2021,19-03-2021,421,23,South Garo Hills,1100,603,331,166,399,701
20 Mar-26 Mar,20-03-2021,26-03-2021,421,23,South Garo Hills,920,409,317,194,418,502
27 Mar-02 Apr,27-03-2021,02-04-2021,421,23,South Garo Hills,513,213,207,93,257,256
03 Apr-09 Apr,03-04-2021,09-04-2021,421,23,South Garo Hills,570,88,290,192,289,281
10 Apr-16 Apr,10-04-2021,16-04-2021,421,23,South Garo Hills,926,92,550,284,717,209
17 Apr-23 Apr,17-04-2021,23-04-2021,421,23,South Garo Hills,1496,165,970,361,1040,456
24 Apr-30 Apr,24-04-2021,30-04-2021,421,23,South Garo Hills,3605,491,2346,768,3163,442
01 May-07 May,01-05-2021,07-05-2021,421,23,South Garo Hills,1843,382,1117,344,1566,277
08 May-14 May,08-05-2021,14-05-2021,421,23,South Garo Hills,1527,447,884,196,1331,196
15 May-21 May,15-05-2021,21-05-2021,421,23,South Garo Hills,1570,844,611,115,1562,8
22 May-28 May,22-05-2021,28-05-2021,421,23,South Garo Hills,1027,586,361,80,1023,4
29 May-04 Jun,29-05-2021,04-06-2021,421,23,South Garo Hills,452,267,163,22,450,2
05 Jun-11 Jun,05-06-2021,11-06-2021,421,23,South Garo Hills,30,3,20,7,28,2
16 Jan-22 Jan,16-01-2021,22-01-2021,152,10,South Goa,250,168,65,17,250,0
23 Jan-29 Jan,23-01-2021,29-01-2021,152,10,South Goa,1058,713,298,47,1058,0
30 Jan-05 Feb,30-01-2021,05-02-2021,152,10,South Goa,2282,1463,722,97,2282,0
06 Feb-12 Feb,06-02-2021,12-02-2021,152,10,South Goa,2641,1737,865,39,2641,0
13 Feb-19 Feb,13-02-2021,19-02-2021,152,10,South Goa,1056,654,369,33,916,140
20 Feb-26 Feb,20-02-2021,26-02-2021,152,10,South Goa,2195,1485,633,77,1156,1039
27 Feb-05 Mar,27-02-2021,05-03-2021,152,10,South Goa,9164,1881,1466,5817,7270,1894
06 Mar-12 Mar,06-03-2021,12-03-2021,152,10,South Goa,11842,2297,2011,7534,9433,2409
13 Mar-19 Mar,13-03-2021,19-03-2021,152,10,South Goa,13292,1008,2594,9690,12303,989
20 Mar-26 Mar,20-03-2021,26-03-2021,152,10,South Goa,10282,1032,2673,6577,9429,853
27 Mar-02 Apr,27-03-2021,02-04-2021,152,10,South Goa,10090,553,3676,5861,8198,1892
03 Apr-09 Apr,03-04-2021,09-04-2021,152,10,South Goa,17279,279,9370,7630,13446,3833
10 Apr-16 Apr,10-04-2021,16-04-2021,152,10,South Goa,30551,403,15908,14240,23085,7466
17 Apr-23 Apr,17-04-2021,23-04-2021,152,10,South Goa,33778,740,17011,16027,24233,9545
24 Apr-30 Apr,24-04-2021,30-04-2021,152,10,South Goa,32691,1024,18207,13460,25647,7044
01 May-07 May,01-05-2021,07-05-2021,152,10,South Goa,19194,1386,10540,7268,14497,4697
08 May-14 May,08-05-2021,14-05-2021,152,10,South Goa,20459,5685,8143,6631,14192,6267
15 May-21 May,15-05-2021,21-05-2021,152,10,South Goa,25742,18060,5348,2333,24508,1234
22 May-28 May,22-05-2021,28-05-2021,152,10,South Goa,21773,9114,8224,4435,21664,109
29 May-04 Jun,29-05-2021,04-06-2021,152,10,South Goa,14495,8289,4150,2056,14334,161
05 Jun-11 Jun,05-06-2021,11-06-2021,152,10,South Goa,10245,9369,616,260,10196,49
16 Jan-22 Jan,16-01-2021,22-01-2021,768,4,South Salmara Mankachar,99,71,26,2,99,0
23 Jan-29 Jan,23-01-2021,29-01-2021,768,4,South Salmara Mankachar,128,82,46,0,128,0
30 Jan-05 Feb,30-01-2021,05-02-2021,768,4,South Salmara Mankachar,59,38,21,0,59,0
06 Feb-12 Feb,06-02-2021,12-02-2021,768,4,South Salmara Mankachar,256,182,73,1,256,0
13 Feb-19 Feb,13-02-2021,19-02-2021,768,4,South Salmara Mankachar,149,107,41,1,83,66
20 Feb-26 Feb,20-02-2021,26-02-2021,768,4,South Salmara Mankachar,300,193,107,0,268,32
27 Feb-05 Mar,27-02-2021,05-03-2021,768,4,South Salmara Mankachar,535,371,163,1,508,27
06 Mar-12 Mar,06-03-2021,12-03-2021,768,4,South Salmara Mankachar,917,544,371,2,864,53
13 Mar-19 Mar,13-03-2021,19-03-2021,768,4,South Salmara Mankachar,435,238,166,31,361,74
20 Mar-26 Mar,20-03-2021,26-03-2021,768,4,South Salmara Mankachar,1506,281,611,614,1384,122
27 Mar-02 Apr,27-03-2021,02-04-2021,768,4,South Salmara Mankachar,811,172,416,223,672,139
03 Apr-09 Apr,03-04-2021,09-04-2021,768,4,South Salmara Mankachar,478,212,204,62,258,220
10 Apr-16 Apr,10-04-2021,16-04-2021,768,4,South Salmara Mankachar,525,231,242,52,194,331
17 Apr-23 Apr,17-04-2021,23-04-2021,768,4,South Salmara Mankachar,794,137,488,169,373,421
24 Apr-30 Apr,24-04-2021,30-04-2021,768,4,South Salmara Mankachar,1543,280,1008,255,785,758
01 May-07 May,01-05-2021,07-05-2021,768,4,South Salmara Mankachar,1455,306,933,216,821,634
08 May-14 May,08-05-2021,14-05-2021,768,4,South Salmara Mankachar,1412,867,383,162,1253,159
15 May-21 May,15-05-2021,21-05-2021,768,4,South Salmara Mankachar,1498,1017,380,101,1477,21
22 May-28 May,22-05-2021,28-05-2021,768,4,South Salmara Mankachar,2068,1415,550,103,2041,27
29 May-04 Jun,29-05-2021,04-06-2021,768,4,South Salmara Mankachar,1198,904,246,48,1161,37
05 Jun-11 Jun,05-06-2021,11-06-2021,768,4,South Salmara Mankachar,600,473,98,29,582,18
16 Jan-22 Jan,16-01-2021,22-01-2021,538,30,South Sikkim,165,114,51,0,165,0
23 Jan-29 Jan,23-01-2021,29-01-2021,538,30,South Sikkim,209,143,61,5,209,0
30 Jan-05 Feb,30-01-2021,05-02-2021,538,30,South Sikkim,500,386,109,5,500,0
06 Feb-12 Feb,06-02-2021,12-02-2021,538,30,South Sikkim,452,339,109,4,452,0
13 Feb-19 Feb,13-02-2021,19-02-2021,538,30,South Sikkim,480,348,131,1,322,158
20 Feb-26 Feb,20-02-2021,26-02-2021,538,30,South Sikkim,934,743,183,8,934,0
27 Feb-05 Mar,27-02-2021,05-03-2021,538,30,South Sikkim,2789,567,280,1942,2412,377
06 Mar-12 Mar,06-03-2021,12-03-2021,538,30,South Sikkim,7754,995,880,5879,7005,749
13 Mar-19 Mar,13-03-2021,19-03-2021,538,30,South Sikkim,2030,224,395,1411,1812,218
20 Mar-26 Mar,20-03-2021,26-03-2021,538,30,South Sikkim,867,283,256,328,554,313
27 Mar-02 Apr,27-03-2021,02-04-2021,538,30,South Sikkim,1882,11,1733,138,1872,10
03 Apr-09 Apr,03-04-2021,09-04-2021,538,30,South Sikkim,13562,395,11770,1397,13075,487
10 Apr-16 Apr,10-04-2021,16-04-2021,538,30,South Sikkim,7575,402,4796,2377,5906,1669
17 Apr-23 Apr,17-04-2021,23-04-2021,538,30,South Sikkim,6011,369,1201,4441,1171,4840
24 Apr-30 Apr,24-04-2021,30-04-2021,538,30,South Sikkim,5199,246,1140,3813,956,4243
01 May-07 May,01-05-2021,07-05-2021,538,30,South Sikkim,782,51,323,408,174,608
08 May-14 May,08-05-2021,14-05-2021,538,30,South Sikkim,1072,67,820,185,164,908
15 May-21 May,15-05-2021,21-05-2021,538,30,South Sikkim,784,41,408,335,778,6
22 May-28 May,22-05-2021,28-05-2021,538,30,South Sikkim,263,124,92,47,258,5
29 May-04 Jun,29-05-2021,04-06-2021,538,30,South Sikkim,92,78,9,5,86,6
16 Jan-22 Jan,16-01-2021,22-01-2021,619,33,South Tripura,3380,2121,1216,43,3380,0
23 Jan-29 Jan,23-01-2021,29-01-2021,619,33,South Tripura,1106,731,362,13,1106,0
30 Jan-05 Feb,30-01-2021,05-02-2021,619,33,South Tripura,401,243,150,8,401,0
06 Feb-12 Feb,06-02-2021,12-02-2021,619,33,South Tripura,3729,2629,1092,8,3729,0
13 Feb-19 Feb,13-02-2021,19-02-2021,619,33,South Tripura,3657,2346,1263,48,520,3137
20 Feb-26 Feb,20-02-2021,26-02-2021,619,33,South Tripura,860,567,287,6,167,693
27 Feb-05 Mar,27-02-2021,05-03-2021,619,33,South Tripura,3367,403,811,2153,2926,441
06 Mar-12 Mar,06-03-2021,12-03-2021,619,33,South Tripura,10353,1877,3740,4736,7714,2639
13 Mar-19 Mar,13-03-2021,19-03-2021,619,33,South Tripura,25111,995,13359,10757,23901,1210
20 Mar-26 Mar,20-03-2021,26-03-2021,619,33,South Tripura,42231,449,25512,16270,41835,396
27 Mar-02 Apr,27-03-2021,02-04-2021,619,33,South Tripura,4282,137,2388,1757,4033,249
03 Apr-09 Apr,03-04-2021,09-04-2021,619,33,South Tripura,12590,194,7522,4874,7347,5243
10 Apr-16 Apr,10-04-2021,16-04-2021,619,33,South Tripura,10491,157,6303,4031,2653,7838
17 Apr-23 Apr,17-04-2021,23-04-2021,619,33,South Tripura,30165,178,18149,11838,4266,25899
24 Apr-30 Apr,24-04-2021,30-04-2021,619,33,South Tripura,27882,322,17665,9895,4111,23771
01 May-07 May,01-05-2021,07-05-2021,619,33,South Tripura,10307,321,6848,3138,1695,8612
08 May-14 May,08-05-2021,14-05-2021,619,33,South Tripura,6845,2469,3183,1193,3214,3631
15 May-21 May,15-05-2021,21-05-2021,619,33,South Tripura,1012,980,28,4,1005,7
22 May-28 May,22-05-2021,28-05-2021,619,33,South Tripura,10082,945,9062,75,10082,0
29 May-04 Jun,29-05-2021,04-06-2021,619,33,South Tripura,26740,2997,21579,2164,26738,2
16 Jan-22 Jan,16-01-2021,22-01-2021,150,9,South West Delhi,2020,1612,364,44,2020,0
23 Jan-29 Jan,23-01-2021,29-01-2021,150,9,South West Delhi,2681,2056,552,73,2681,0
30 Jan-05 Feb,30-01-2021,05-02-2021,150,9,South West Delhi,3291,2578,636,77,3291,0
06 Feb-12 Feb,06-02-2021,12-02-2021,150,9,South West Delhi,6627,4605,1984,38,6627,0
13 Feb-19 Feb,13-02-2021,19-02-2021,150,9,South West Delhi,10130,7176,2874,80,8866,1264
20 Feb-26 Feb,20-02-2021,26-02-2021,150,9,South West Delhi,12005,8617,3275,113,9482,2523
27 Feb-05 Mar,27-02-2021,05-03-2021,150,9,South West Delhi,6325,2914,1170,2241,5283,1042
06 Mar-12 Mar,06-03-2021,12-03-2021,150,9,South West Delhi,17884,4201,3078,10605,14499,3385
13 Mar-19 Mar,13-03-2021,19-03-2021,150,9,South West Delhi,23594,6023,4678,12893,17123,6471
20 Mar-26 Mar,20-03-2021,26-03-2021,150,9,South West Delhi,21254,5819,4423,11012,15614,5640
27 Mar-02 Apr,27-03-2021,02-04-2021,150,9,South West Delhi,27842,3185,11244,13413,24481,3361
03 Apr-09 Apr,03-04-2021,09-04-2021,150,9,South West Delhi,57732,3230,34493,20009,51188,6544
10 Apr-16 Apr,10-04-2021,16-04-2021,150,9,South West Delhi,64916,3951,38156,22808,54637,10279
17 Apr-23 Apr,17-04-2021,23-04-2021,150,9,South West Delhi,55358,4055,30417,20885,41613,13745
24 Apr-30 Apr,24-04-2021,30-04-2021,150,9,South West Delhi,51718,3674,26681,21363,34531,17187
01 May-07 May,01-05-2021,07-05-2021,150,9,South West Delhi,48987,25982,13695,9309,36775,12212
08 May-14 May,08-05-2021,14-05-2021,150,9,South West Delhi,52359,24598,16331,11430,35057,17302
15 May-21 May,15-05-2021,21-05-2021,150,9,South West Delhi,39295,18096,14600,6599,30828,8467
22 May-28 May,22-05-2021,28-05-2021,150,9,South West Delhi,26455,11780,10428,4247,21978,4477
29 May-04 Jun,29-05-2021,04-06-2021,150,9,South West Delhi,44550,28225,11487,4838,37728,6822
05 Jun-11 Jun,05-06-2021,11-06-2021,150,9,South West Delhi,11859,8069,2680,1110,9970,1889
16 Jan-22 Jan,16-01-2021,22-01-2021,422,23,South West Garo Hills,280,237,40,3,280,0
23 Jan-29 Jan,23-01-2021,29-01-2021,422,23,South West Garo Hills,237,201,36,0,237,0
30 Jan-05 Feb,30-01-2021,05-02-2021,422,23,South West Garo Hills,187,143,40,4,187,0
06 Feb-12 Feb,06-02-2021,12-02-2021,422,23,South West Garo Hills,282,206,72,4,282,0
13 Feb-19 Feb,13-02-2021,19-02-2021,422,23,South West Garo Hills,667,525,136,6,414,253
20 Feb-26 Feb,20-02-2021,26-02-2021,422,23,South West Garo Hills,818,567,233,18,662,156
27 Feb-05 Mar,27-02-2021,05-03-2021,422,23,South West Garo Hills,348,218,88,42,156,192
06 Mar-12 Mar,06-03-2021,12-03-2021,422,23,South West Garo Hills,730,322,185,223,496,234
13 Mar-19 Mar,13-03-2021,19-03-2021,422,23,South West Garo Hills,904,298,199,407,593,311
20 Mar-26 Mar,20-03-2021,26-03-2021,422,23,South West Garo Hills,1316,313,289,714,913,403
27 Mar-02 Apr,27-03-2021,02-04-2021,422,23,South West Garo Hills,708,94,296,318,627,81
03 Apr-09 Apr,03-04-2021,09-04-2021,422,23,South West Garo Hills,1615,122,968,525,1328,287
10 Apr-16 Apr,10-04-2021,16-04-2021,422,23,South West Garo Hills,1476,138,926,412,1217,259
17 Apr-23 Apr,17-04-2021,23-04-2021,422,23,South West Garo Hills,2311,133,1373,805,1820,491
24 Apr-30 Apr,24-04-2021,30-04-2021,422,23,South West Garo Hills,5961,227,4000,1734,5365,596
01 May-07 May,01-05-2021,07-05-2021,422,23,South West Garo Hills,3228,236,2089,903,2564,664
08 May-14 May,08-05-2021,14-05-2021,422,23,South West Garo Hills,2879,339,1860,680,2455,424
15 May-21 May,15-05-2021,21-05-2021,422,23,South West Garo Hills,2350,1043,1047,260,2326,24
22 May-28 May,22-05-2021,28-05-2021,422,23,South West Garo Hills,1218,787,340,91,1215,3
29 May-04 Jun,29-05-2021,04-06-2021,422,23,South West Garo Hills,511,349,137,25,499,12
05 Jun-11 Jun,05-06-2021,11-06-2021,422,23,South West Garo Hills,37,2,34,1,37,0
16 Jan-22 Jan,16-01-2021,22-01-2021,415,23,South West Khasi Hills,62,48,13,1,62,0
23 Jan-29 Jan,23-01-2021,29-01-2021,415,23,South West Khasi Hills,83,54,27,2,83,0
30 Jan-05 Feb,30-01-2021,05-02-2021,415,23,South West Khasi Hills,62,51,11,0,62,0
06 Feb-12 Feb,06-02-2021,12-02-2021,415,23,South West Khasi Hills,96,77,18,1,96,0
13 Feb-19 Feb,13-02-2021,19-02-2021,415,23,South West Khasi Hills,359,253,98,8,359,0
20 Feb-26 Feb,20-02-2021,26-02-2021,415,23,South West Khasi Hills,355,246,109,0,298,57
27 Feb-05 Mar,27-02-2021,05-03-2021,415,23,South West Khasi Hills,154,99,41,14,88,66
06 Mar-12 Mar,06-03-2021,12-03-2021,415,23,South West Khasi Hills,140,92,40,8,65,75
13 Mar-19 Mar,13-03-2021,19-03-2021,415,23,South West Khasi Hills,285,185,67,33,79,206
20 Mar-26 Mar,20-03-2021,26-03-2021,415,23,South West Khasi Hills,445,260,121,64,172,273
27 Mar-02 Apr,27-03-2021,02-04-2021,415,23,South West Khasi Hills,295,106,85,104,182,113
03 Apr-09 Apr,03-04-2021,09-04-2021,415,23,South West Khasi Hills,457,57,221,179,382,75
10 Apr-16 Apr,10-04-2021,16-04-2021,415,23,South West Khasi Hills,611,40,341,230,559,52
17 Apr-23 Apr,17-04-2021,23-04-2021,415,23,South West Khasi Hills,1004,91,561,352,903,101
24 Apr-30 Apr,24-04-2021,30-04-2021,415,23,South West Khasi Hills,1711,252,901,558,1618,93
01 May-07 May,01-05-2021,07-05-2021,415,23,South West Khasi Hills,1586,564,655,367,1405,181
08 May-14 May,08-05-2021,14-05-2021,415,23,South West Khasi Hills,1058,689,252,117,1019,39
15 May-21 May,15-05-2021,21-05-2021,415,23,South West Khasi Hills,2604,1769,546,289,2598,6
22 May-28 May,22-05-2021,28-05-2021,415,23,South West Khasi Hills,2165,1568,417,180,2162,3
29 May-04 Jun,29-05-2021,04-06-2021,415,23,South West Khasi Hills,3046,2063,673,310,3045,1
05 Jun-11 Jun,05-06-2021,11-06-2021,415,23,South West Khasi Hills,276,212,43,21,276,0
16 Jan-22 Jan,16-01-2021,22-01-2021,509,29,Sri Ganganagar,1040,720,302,18,1040,0
23 Jan-29 Jan,23-01-2021,29-01-2021,509,29,Sri Ganganagar,7008,4909,1917,182,7008,0
30 Jan-05 Feb,30-01-2021,05-02-2021,509,29,Sri Ganganagar,1261,884,362,15,1261,0
06 Feb-12 Feb,06-02-2021,12-02-2021,509,29,Sri Ganganagar,8817,6136,2651,30,8817,0
13 Feb-19 Feb,13-02-2021,19-02-2021,509,29,Sri Ganganagar,5581,4048,1501,32,5276,305
20 Feb-26 Feb,20-02-2021,26-02-2021,509,29,Sri Ganganagar,4823,3365,1311,147,467,4356
27 Feb-05 Mar,27-02-2021,05-03-2021,509,29,Sri Ganganagar,25329,2333,2323,20673,22537,2792
06 Mar-12 Mar,06-03-2021,12-03-2021,509,29,Sri Ganganagar,23750,4372,3125,16253,18408,5342
13 Mar-19 Mar,13-03-2021,19-03-2021,509,29,Sri Ganganagar,23265,4190,3492,15583,18166,5099
20 Mar-26 Mar,20-03-2021,26-03-2021,509,29,Sri Ganganagar,28892,1266,3215,24411,27720,1172
27 Mar-02 Apr,27-03-2021,02-04-2021,509,29,Sri Ganganagar,24034,774,6144,17116,18085,5949
03 Apr-09 Apr,03-04-2021,09-04-2021,509,29,Sri Ganganagar,102479,715,63161,38603,87313,15166
10 Apr-16 Apr,10-04-2021,16-04-2021,509,29,Sri Ganganagar,31599,636,17224,13739,23931,7668
17 Apr-23 Apr,17-04-2021,23-04-2021,509,29,Sri Ganganagar,45273,1156,24583,19534,32881,12392
24 Apr-30 Apr,24-04-2021,30-04-2021,509,29,Sri Ganganagar,39527,1401,21356,16770,27489,12038
01 May-07 May,01-05-2021,07-05-2021,509,29,Sri Ganganagar,13452,851,8071,4529,7688,5764
08 May-14 May,08-05-2021,14-05-2021,509,29,Sri Ganganagar,32454,10946,13360,8148,22066,10388
